step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 75  t=75.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 76  t=76.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 77  t=77.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 78  t=78.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 79  t=79.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 80  t=80.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 81  t=81.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 82  t=82.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 83  t=83.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 84  t=84.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 85  t=85.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 86  t=86.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 87  t=87.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 88  t=88.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 89  t=89.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 90  t=90.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 91  t=91.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 92  t=92.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 93  t=93.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 94  t=94.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 95  t=95.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 96  t=96.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 97  t=97.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 98  t=98.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 99  t=99.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 100  t=100.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 101  t=101.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 102  t=102.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 103  t=103.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 104  t=104.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 105  t=105.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 106  t=106.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 107  t=107.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 108  t=108.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 109  t=109.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 110  t=110.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 111  t=111.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 112  t=112.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 113  t=113.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 114  t=114.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 115  t=115.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 116  t=116.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 117  t=117.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 118  t=118.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 119  t=119.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 120  t=120.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 121  t=121.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 122  t=122.000  (-0.000, 0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 123  t=123.000  (-0.000, 0.000)  (0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 124  t=124.000  (-0.000, 0.000)  (0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)  (-0.000, 0.000)
step= 125  t=125.000  (-0.000, 0.000)  (0.000, -0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)
step= 126  t=126.000  (0.000, 0.000)  (0.000, 0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)
step= 127  t=127.000  (0.000, 0.000)  (0.000, 0.000)  (-0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)
step= 128  t=128.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)
step= 129  t=129.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)
step= 130  t=130.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)
step= 131  t=131.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.000, 0.000)
step= 132  t=132.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 133  t=133.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 134  t=134.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 135  t=135.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 136  t=136.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 137  t=137.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 138  t=138.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 139  t=139.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 140  t=140.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 141  t=141.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 142  t=142.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 143  t=143.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 144  t=144.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 145  t=145.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 146  t=146.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 147  t=147.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 148  t=148.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 149  t=149.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 150  t=150.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
